수집월,제목,작성일,언론사,링크,본문
2026-02,"거창군, 작년 합계 출산율 1.06명… 3년 연속 ‘경남 1위’",2026.02.28.,메트로신문,http://www.metroseoul.co.kr/article/20260227500307,[외부 언론사 기사 - 본문 수집 제외]
2026-02,"영양군, 은하수랜드 및 공공산후조리원 기공식 개최",2026.02.28.,메트로신문,http://www.metroseoul.co.kr/article/20260227500256,[외부 언론사 기사 - 본문 수집 제외]
2026-02,[이기자의 메디컬나우] 전현직 청와대 비서관 '최종균'과 '임호근',2026.02.28.,시사저널이코노미,https://www.sisajournal-e.com/news/articleView.html?idxno=419529,[외부 언론사 기사 - 본문 수집 제외]
2026-02,"포항세명기독병원, 직원 50여 명 참여한 헌혈 캠페인 개최",2026.02.28.,글로벌경제,https://www.getnews.co.kr/news/articleView.html?idxno=862813,[외부 언론사 기사 - 본문 수집 제외]
2026-02,"""분만실 33년, 1만 번의 울음소리 지켰다""~정년퇴임하는 '고위험 산모의...",2026.02.28.,위키트리,https://www.wikitree.co.kr/articles/1121550,[외부 언론사 기사 - 본문 수집 제외]
2026-02,[로컬의 재발견] '커피 향은 파도를 타고'…강릉 안목 커피 거리,2026-02-28 07:11:01,연합뉴스,https://www.yna.co.kr/view/AKR20260227118700062?input=1195m,"1980년대 자판기 커피서 출발…축제·교육·창업으로 점차 확장'커피 도시' 강릉 대표 공간으로 자리매김…지역 소멸 대응 역할 편집자 주 = 저출산·고령화와 청년 유출로 지역 소멸 위기가 커지는 가운데 연합뉴스는 발상의 전환을 통해 각 지역의 숨은 자랑거리와 이야깃거리를 재발견하는 기획을 시작합니다. 문화·경제·사회 전반에서 인물, 음식, 문화재, 특산물, 관광지 등은 물론 차별화된 경쟁력을 지닌 다양한 아이템을 발굴해 매주 토요일 송고할 예정입니다. 이를 통해 지역의 자부심 제고, 관광 활성화, 새로운 성장동력 발굴 등을 추진함으로써 지역 경제에 활력을 불어넣는 계기를 마련하고자 합니다. 커피 향 가득한 강릉의 가을[연합뉴스 자료사진] (강릉=연합뉴스) 류호준 기자 = 동해의 푸른 파도가 부서지는 해변을 따라 고소한 원두 향이 번진다. 통유리 넘어 카페 안은 김이 모락모락 피어오르는 커피 향으로 가득하다. 두 손으로 잔을 감싸 쥔 사람들의 어깨 너머로 잔잔한 수평선이 펼쳐진다. 강원 강릉시 안목해변 일대에 형성된 커피 거리의 일상적인 풍경이다. 이곳은 이제 단순한 해변 인근 상권을 넘어 '커피 도시' 강릉을 대표하는 공간으로 자리매김했다. 동해 해변을 기반으로 형성된 커피 문화는 강릉을 대표 산업으로 확장되며 지역 소멸 대응 전략의 한 축으로 평가받는다. 커피향 가득한 강릉의 가을[연합뉴스 자료사진] 소박했던 출발…파도 소리 벗 삼아 마시던 자판기 커피 1980년대 해변 인근 도로변 자판기에서 커피를 뽑아 바다를 감상하던 문화가 커피 거리의 시작으로 전해진다. 당시 안목해변은 지금처럼 카페 건물이 줄지어 선 모습이 아니었다. 바닷바람을 맞으며 도로 옆에 세워진 자판기 앞에 서서 동전을 넣고 종이컵을 받아 들던 풍경이 전부였다. 관광객들은 김이 모락모락 나는 커피를 손에 쥔 채 모래사장이나 방파제에 걸터앉아 동해를 바라봤다. 파도 소리와 함께 마시는 달콤한 믹스커피 한 잔은 소박했지만, 그 자체로 여행의 한 장면이었다. 이후 1990년대 들어 카페들이 하나둘 문을 열기 시작했다. 실내에 앉아 바다를 바라볼 수 있다는 점은 큰 매력으로 작용했다. 프랜차이즈 카페까지 가세하면서 거리는 점차 '커피 거리'의 형태를 갖춰갔다. 안목은 단순히 커피를 '마시는' 공간을 넘어, 바다 풍경을 감상하며 '머무는' 공간으로 변모했다. 통유리 창이 설치되고, 테라스 좌석이 생겨나면서 방문객들은 바다를 배경 삼아 더 오랜 시간을 보내기 시작했다. 강릉 안목 커피 거리[촬영 류호준] 창가에 앉아 즐기는 커피와 바다…사계절 내내 '북적북적' 커피 거리는 사계절 내내 시민과 관광객들로 붐빈다. 여름철 피서객은 물론 겨울 바다를 찾는 여행객들도 이곳을 빼놓지 않고 방문한다. 주말이면 해변 도로는 차량과 사람들로 북적인다. 창가 자리에 앉기 위해 미묘한 신경전이 벌어지기도 한다. 관광객들은 커피잔을 들고 통유리 너머로 펼쳐진 동해를 카메라에 담는다. 일출 명소로도 알려진 만큼 이른 새벽부터 문을 여는 매장도 적지 않다. 붉게 떠오르는 해를 배경으로 김이 오르는 커피잔을 촬영하는 장면은 이제 익숙한 풍경이다. 카페마다 인테리어와 메뉴는 다르지만, '바다를 품은 공간'이라는 공통점이 있다. 2층, 3층으로 확장된 대형 매장부터 소규모 로스터리 카페까지 각기 다른 분위기를 자랑한다. 방문객들은 취향에 따라 공간을 선택하고, 그 경험을 사회관계망서비스(SNS)에 공유한다. 이러한 인기에 힘입어 안목 일대는 커피 거리를 중심으로 상권을 확장했다. 제빵소와 브런치 전문점, 디저트 숍, 소품 숍, 게스트하우스 등이 자리 잡으며 관광 동선이 자연스럽게 길어졌다. 커피 한 잔이 숙박·식사·쇼핑으로 이어지는 구조가 형성되면서 지역 경제 전반에 파급 효과를 미쳤다. 단순 소비 공간이 아니라 하나의 관광 클러스터로 기능하는 셈이다. 지역 상인들 역시 커피 거리 브랜드에 맞춰 외관과 메뉴를 개선하며 경쟁력을 높여왔다. 강릉 안목 커피 거리[촬영 류호준] 2009년 커피 축제 시작…단일 축제 지역 경제 파급효과만 970억 커피 거리의 성공은 도시 차원의 브랜드 전략으로 이어졌다. 강릉시는 2009년부터 강릉 커피 축제를 개최하며 커피 산업을 지역 대표 콘텐츠로 육성하고 있다. 커피 축제는 해마다 수십만 명이 찾는 행사로 성장했다. 바리스타 경연대회, 로스팅 체험, 원두 산지와의 교류 프로그램 등 다양한 콘텐츠가 더해지며 단순한 축제를 넘어 산업 교류의 장으로 자리 잡았다. 국내외 커피 전문가와 애호가들이 강릉을 찾으며 도시 이미지는 더욱 공고해졌다. 지난해 이곳에서 열린 '제17회 강릉 커피 축제'에는 총 52만명이 방문했다. 방문객 총소비지출액은 약 442억원으로 추산된다. 방문객 중 지역 주민은 18만명, 외지 방문객은 34만명으로 집계됐다. 이들의 소비 활동이 지역경제에 미친 파급효과는 총 970억원에 달한다. 지역 대학과 연계한 바리스타 교육 과정, 청년 창업 지원 정책도 뒤따르고 있다. 커피 관련 학과와 교육기관에서 배출된 인력이 다시 지역 카페 창업으로 이어지며 산업 생태계가 구축됐다. 생산·가공·유통·소비가 하나의 순환 구조를 이루는 모델이 형성된 것이다. 인구 감소와 청년 유출 등 이른바 '지역 소멸' 우려가 커지는 상황에서, 커피 산업은 강릉의 신 성장 동력으로 자리 잡았다. 대규모 개발 사업이 아닌 지역에서 자연스럽게 형성된 자생적 상권 모델이라는 점에서 의미를 갖는다. 강릉 커피 산업 발전을 위한 과제도 남아있다. 가톨릭관동대 김호석 교수팀은 지난 2024년 시의회에 제출한 '강릉시 커피산업 활성화 방안 연구' 최종 보고서에서 차별화된 커피 축제의 고도화를 위해 강릉만의 커피 축제 인지도 확보 전략이 필요하다고 제언했다. 주요 과제로는 커피 축제 시기 및 장소 고정화, 계절별 축제와 연계한 커피 행사 및 축제 개최, 분기별 대회 및 축제 개최로 사계절 커피와 함께하는 커피 도시 이미지 조성 등을 꼽았다. 김 교수팀은 보고서에서 ""다양한 행사, 커피 관련 대회 및 커피 축제를 통해 국내 최고 커피 도시 강릉의 위상을 강화할 수 있을 것""이라고 강조했다. 강릉커피축제 핸드드립 퍼포먼스 '100인 100미'[연합뉴스 자료사진] ryu@yna.co.kr"
2026-02,"소아암 5년 생존율 85% 시대, 그러나…""의사 1명이 환자 20명 담당, 한계...",2026.02.28.,청년의사,http://www.docdocdoc.co.kr/news/articleView.html?idxno=3036843,[외부 언론사 기사 - 본문 수집 제외]
2026-02,전남대학교병원 산부인과 김윤하 교수,2026.02.28.,의약뉴스,http://www.newsmp.com/news/articleView.html?idxno=251880,[외부 언론사 기사 - 본문 수집 제외]
2026-02,"대만 GDP 한국 추월, 구매력 기준 땐 더 격차",2026-02-28 01:08:20,중앙SUNDAY,https://www.joongang.co.kr/article/25408135,"━ 마이스톡 톺아보기 대만의 1인당 국민소득이 높은 수준을 유지하는 가장 큰 이유는 수출 때문이다. AI 열풍으로 대만의 작년 수출액은 6408억 달러를 기록, 1년새 34.9% 증가한 것으로 나타났다. 지난 1월 한 남성이 대만의 반도체 제조사 폭스콘 입구를 지나가고 있다. [AP=연합뉴스] 지난해 말 국제통화기금(IMF)은 세계경제전망 보고서를 통해, 지난해를 기점으로 대만의 1인당 국민소득(GDP)이 한국을 추월할 것이라고 예측했다. 한국의 1인당 국민소득은 3만5962달러에 그친 반면, 대만은 3만7827달러에 이를 것이라는 추정이다. 일본 경제를 추월했다고 기뻐한 것도 잠시, 대만에 역전당할 것이라는 소식을 접하니 우리 경제에 대한 우려가 제기되는 것은 당연한 일이라 생각된다. 그러나 이 통계는 ‘시장 환율 기준’으로 작성되었기에, 정확성에 문제가 있다. 최근 일본 총선 이후 달러에 대한 엔화 환율이 요동치고, 2022년 말의 레고랜드 사태를 전후해 한국 외환시장 변동성이 폭발한 것처럼, 시장 환율은 여러 요인에 따라 끊임없이 출렁거리기 때문이다. 따라서 시장 환율을 기준으로 각국의 소득을 측정하는 것이 부적합하다는 의견이 있어, IMF의 이코노미스트는 ‘구매력 평가 환율’을 적극적으로 활용한다. 구매력 평가는 각국의 물가 수준을 고려해 ‘적정 환율’을 계산한 것이다. 한국과 대만·일본·중국 등 동아시아 네 나라의 구매력 기준 통화가치를 보면 시장 환율에 비해 얼마나 저평가되어 있는지 알 수 있다. 이에 따르면 가장 저평가된 나라는 대만이고, 그다음이 중국·한국·일본 순서다. 물론 이 지표는 IMF 이코노미스트가 측정한 것이기에 100% 신뢰할 수는 없다. 다만, 대만 여행을 다녀온 이들이 한결같이 “먹거리 물가가 저렴하다”고 평가하는 것을 보면 어느 정도의 설득력은 지닌 것으로 볼 수 있다. 한국이나 대만 등 동아시아 네 나라의 화폐가치가 적정 수준에 비해 낮게 형성되는 이유는 1997년 외환위기 트라우마에서 찾을 수 있다. 경상수지 적자에 허덕이고 외환보유고가 부족한 나라가 외환위기를 겪자 “다시는 저 때의 고통을 되풀이하지 않겠다”는 합의가 이뤄진 탓이다. 외환보유고를 적극적으로 확충하고, 통화가치가 고평가되지 않도록 직·간접적인 개입이 상시적으로 이뤄지니 통화가치가 저평가되는 것은 당연한 일이다. 이제 한발 더 나아가, 구매력 평가를 고려한 1인당 국민소득을 비교해 보자. 아일랜드나 룩셈부르크, 그리고 싱가포르 같은 조세 회피지역을 제외하면 노르웨이가 세계에서 가장 부유한 나라다. 그런데, 흥미로운 것은 대만의 1인당 소득이 무려 8만5000달러에 이르러, 미국과 어깨를 견주는 중이라는 점이다. 참고로 한국의 1인당 국민소득은 6만5000달러이며 일본은 5만5000달러로 측정된다. 대만의 1인당 국민소득이 이토록 높은 수준을 유지하는 가장 큰 이유는 강력한 수출 붐이다. 인공지능(AI) 산업 열풍 속에, 대만의 지난해 수출액은 6408억 달러로 2024년보다 무려 34.9% 증가한 것으로 나타났다. 지난해 기준 대만의 총인구가 2300만 명 전후라는 점을 고려할 때, 1인당 수출액은 한국의 2배를 훌쩍 넘는 셈이다. 따라서 시장 환율 기준으로 국민소득이 역전당했다고 호들갑 떨기에는 이미 시간이 아주 많이 흐른 상황임을 인지해야 한다. 그렇다면 어떻게 해야 벌어진 격차를 좁힐 수 있을까? 여러 대안이 있을 것이나, 필자는 정부 부문의 효율을 개선하는 게 급선무라 생각한다. 2000년 대비 주요 국가의 조세부담률 변화 지표를 살펴보면 한국과 일본의 조세부담률 상승 속도가 가장 가파른 것을 발견할 수 있다. 두 나라 정부가 적극적인 증세에 나선 이유는 노령화로 인한 각종 복지 지출 증가 때문이다. 그래픽=남미가 기자 물론 증세가 꼭 성장 둔화를 유발하지는 않는다. 경제 성장을 촉진하고 기업 경쟁력 개선을 유도하는 방향으로 재정지출이 이뤄진다면 경제 성장을 촉진하는 경우도 적지 않기 때문이다. 그러나 올해 예산 편성안을 살펴보면 학령인구의 급격한 감소가 나타나는 교육 분야에 99조원이 배정되었고 일반·지방행정 예산이 121조4000억원을 차지하는 것으로 나타난다. 특히 2010년대 중반 행복·혁신 도시 이주가 마무리된 이후 지방 인구가 가파르게 줄어들고 있다는 점도 고민할 필요가 있다. 절대적인 금액 삭감이 어렵다면 일부라도 대학 등 고등연구기관의 연구·개발 지원 및 저출산 예산으로 돌리는 방안이라도 고민했으면 하는 바람이다. 앞으로 증세 기조가 계속된다고 가정할 때 얼마나 효율적으로 사용하느냐에 따라 한국 경제의 미래가 달라질 것이기 때문이다. 홍춘욱 프리즘투자자문 대표"
2026-02,[오늘과 내일/한애란]서울을 비우려면 재택근무가 답이다,2026-02-27 23:16:11,동아일보,https://www.donga.com/news/Opinion/article/all/20260227/133439999/2,"한애란 경제부 기자·부장급서울 강남 3구(강남구, 서초구, 송파구) 집값이 2년 만에 하락세로 돌아섰다. 정부의 전방위적인 다주택자 압박과 대출 규제가 실효를 거두는 모양새다. 이제 이재명 대통령은 비거주 1주택자로 규제 전선을 넓히며 고삐를 더 바짝 죄고 있다. 하지만 투기 수요를 틀어막는 것만으로는 한계가 존재한다. 현재 집값 불안 배경엔 ‘똘똘한 한 채’를 향한 열망이 자리 잡고 있기 때문이다. 서울 핵심지 주택을 무한정 늘릴 순 없는데, 다수가 그걸 열망하니 문제다. 어떻게 하면 서울로 집중된 수요를 전국으로 분산해 부동산 시장을 안정시킬 수 있을까. 정부가 해결책 중 하나로 제시한 것이 ‘5극 3특’ 국가 균형성장 전략이다. 수도권 일극 체제를 탈피해 전국을 5개의 메가시티와 3개의 특별자치도로 재편하겠다는 구상이다. 기업을 유치하고 인프라를 깔아 지방을 살기 좋게 만들겠다는 취지다.수요 분산의 해법, 재택근무 방향은 맞다. 문제는 시간이다. 대규모 인프라 구축과 산업 생태계 조성이 계획대로 착착 진행되더라도, 그 효과를 체감하려면 최소 10년은 지나야 한다. 당장의 집값 불길을 잡기엔 너무 먼 이야기다. 그보다 더 빨리, 단기간에 수요를 분산할 방법은 없을까. 한 가지 해결책이 있긴 하다. 바로 재택근무 확대다. 재택근무가 대도시 도심 집값을 진정시키는 효과가 있다는 사실은 이미 팬데믹 기간 미국에서 확인됐다. 뉴욕과 샌프란시스코 같은 주요 대도시에서 직주근접 필요성이 약해지자, 값비싼 도심 대신 저렴한 외곽 지역으로 주택 수요가 분산됐다. 이른바 ‘도넛 효과(Donut Effect)’다. 공실이 늘어난 도심에서는 사무실을 주거용으로 개조하는 사업이 활발해졌다. 도심의 주택 수요는 줄이고 공급은 늘렸으니 일석이조다. 모든 노동자가 재택근무를 할 수 있는 건 아니다. 제조업 공장이나 대면 창구에서 일하는 직군이라면 현장을 떠나기란 불가능하다. 사무직이라고 해도 재택근무에 적합한 근로자는 따로 있다. 재택근무가 생산성을 떨어뜨린다는 고정관념이 있지만, 여러 연구에 따르면 자기 주도적으로 일하는 전문성 높은 고숙련 근로자는 재택근무로 오히려 성과를 높일 수 있다. 불필요한 대면 접촉과 출퇴근의 피로에서 벗어날 수 있어서다. 업무 특성에 따라 잘 활용하면 재택근무만 한 효율적 수단도 드물다. 서울은 제조업 기반이 약한 대신 사무·전문직 근로자 비중이 유독 높은 도시다. 통계에 따르면 서울 취업자 3명 중 1명 이상이 관리자나 전문가, 사무 종사자다. 여의도와 강남·서초구 같은 핵심 업무지구는 이 비중이 절반을 훌쩍 웃돈다. 금융회사와 대기업 본사, 민간 연구소 등이 서울에 몰려 있는데, 이들 대부분은 재택근무에 적합한 고숙련 사무직군에 해당한다. 재택근무 전면 도입이 서울에 특히 효과적인 이유다. 출산율 제고 위한 저비용 해법 재택근무 효능은 집값 안정에만 그치지 않는다. 스탠퍼드대 니컬러스 블룸 교수팀의 최신 연구에 따르면 재택근무는 출산율을 끌어올리는 효과가 상당하다. 부부가 모두 주 1일 이상 재택근무를 하는 경우 여성 1인당 기대 출산율을 무려 0.32명이나 높일 수 있다고 한다. 0.80명에 그친 지난해 출산율을 생각하면 재택근무 도입이 시급하다. 연간 수십조 원의 예산을 쏟아붓는 현금 지원책보다 ‘일하는 방식’을 바꾸는 것이 훨씬 더 저비용 고효율의 해법이다. 재택근무를 위한 디지털 기술은 이미 성숙해 있다. 사무실 출근을 고집하며 효율화를 꾀하지 않는 기업의 낡은 관습이 걸림돌이다. 서울은 비우고 가정을 채우는 재택근무는 집값 불안과 저출산의 복합 위기를 돌파하기 위한 빠른 정책적 우회로다."
2026-02,"포항세명기독병원, 올해 첫 '사랑 나눔 헌혈 캠페인' 실시",2026-02-27 22:06:13,아이뉴스24,http://www.inews24.com/view/1944013,"직원 50여 명 자발적 참여...생명 나눔 실천포항세명기독병원(병원장 한동선)이 27일 뇌병원 1층에서 직원들을 대상으로 올해 첫 '사랑 나눔 헌혈 캠페인'을 실시했다.이번 캠페인은 대한적십자사 울산혈액원의 헌혈 차량 지원으로 마련됐으며, 직원 50여 명이 자발적으로 참여했다. 27일 세명기독병원 직원들이 '사랑 나눔 헌혈 캠페인'에 참여해 헌혈하고 있다. [사진=세명기독병원 ]특히 겨울방학 기간 중 헌혈 참여율 감소와 저출산·고령화로 인한 헌혈 인구 감소로 혈액 수급에 어려움이 예상되는 상황에서 안정적인 혈액 공급에 힘을 보태기 위해 추진됐다.세명기독병원은 2004년부터 연 2회 정기 헌혈 캠페인을 실시하며 수혈이 필요한 환자들에게 안정적으로 혈액을 공급하고 생명 나눔의 가치를 확산해오고 있다.이날 궂은 날씨에도 사전 신청자뿐 아니라 현장 접수를 통해 추가로 헌혈에 동참하는 직원들의 발길이 이어지며 따뜻한 나눔의 의미를 더했다. 27일 세명기독병원 직원들이 '사랑 나눔 헌혈 캠페인'에 참여해 헌혈하고 있다. [사진=세명기독병원]원무팀 조연지 사원은 ""의료기관에 근무하며 혈액의 소중함을 더욱 실감하고 있다""며 ""작은 실천이지만 누군가에게 큰 희망이 될 수 있다는 생각으로 헌혈에 참여하고 있다""고 전했다.한동선 병원장은 ""의료기관은 혈액 수급의 중요성을 누구보다 잘 알고 있는 만큼 직원들의 자발적인 참여가 이어지고 있다""며 ""앞으로도 지역사회와 함께 생명을 지키는 의료기관으로서 사회적 책임을 다하겠다""고 말했다.한편 세명기독병원은 2024년 7월 대한적십자사 울산혈액원과 '생명 나눔 업무협약'을 체결하고 정기적인 헌혈 참여와 헌혈 문화 정착을 위한 다양한 지원 프로그램을 운영하는 등 안정적인 혈액 수급을 위해 지속적으로 노력하고 있다."
2026-02,'명의' 우상욱 교수의 유방암 치료법,2026.02.27.,bnt뉴스,https://www.bntnews.co.kr/article/view/bnt202602270194,[외부 언론사 기사 - 본문 수집 제외]
2026-02,"포항세명기독병원, 올해 첫 ‘사랑 나눔 헌혈 캠페인’ 실시",2026.02.27.,NSP통신,https://www.nspna.com/news/?mode=view&newsid=804704,[외부 언론사 기사 - 본문 수집 제외]
2026-02,"영양군, ‘은하수랜드 및 공공산후조리원’ 기공식 개최",2026.02.27.,NSP통신,https://www.nspna.com/news/?mode=view&newsid=804685,[외부 언론사 기사 - 본문 수집 제외]
2026-02,"""생존율 85%인데 의사가 없다""...소아청소년암 진료체계 붕괴 막을 국가...",2026.02.27.,이로운넷,https://www.eroun.net/news/articleView.html?idxno=74455,[외부 언론사 기사 - 본문 수집 제외]
2026-02,"천안시, 의료·요양 통합지원 선도모델 부상… 노인복지 새 기준 제시",2026.02.27.,농수축산신문,http://www.aflnews.co.kr/news/articleView.html?idxno=315355,[외부 언론사 기사 - 본문 수집 제외]
2026-02,"고흥군, 2025년 합계출산율 1.31명 기록… 2년 연속 증가",2026.02.27.,천지일보,https://www.newscj.com/news/articleView.html?idxno=3379632,[외부 언론사 기사 - 본문 수집 제외]
2026-02,"고창군, 신혼부부·청년 주택 대출이자 지원··· 주거 안정 강화",2026.02.27.,뉴스클레임,https://www.newsclaim.co.kr/news/articleView.html?idxno=3056740,[외부 언론사 기사 - 본문 수집 제외]
2026-02,국민연금 231.6조 '대박'…작년 수익률 18.8% 역대 최고,2026-02-27 18:58:17,연합뉴스TV,http://www.yonhapnewstv.co.kr/MYH20260227185758dsm,"[앵커]국민연금이 사상 최대 기금 운용 성과를 냈습니다.앞서 국내 주식 비중을 늘리는 데 대한 우려도 제기됐는데, 오히려 국내 주식 덕에 기록적인 결과를 냈습니다.이 거대한 자금이 앞으로 어떻게 움직일지 관심이 모아집니다.최덕재 기자입니다.[기자]국민연금공단 기금운용본부는 작년 한 해 231조 6천억 원을 벌어들였다고 밝혔습니다.이 금액만으로도 한 해 국민연금 지급액을 거의 5번 지급할 수 있습니다.기금 적립금은 1,458조 원에 달합니다.수익률도 세계 최고 수준으로 올라섰습니다.작년 수익률은 18.82%로, 노르웨이, 일본, 미국을 제쳤습니다.누적 수익률은 연평균 8.04%입니다.이런 1988년 기금 설치 이래 최고 성과는 국내 주식이 이끌었습니다.수익률을 자산군별로 보면 확연히 드러납니다.국내 주식이 82.44%고, 해외 주식 19.74%, 국내 채권 0.84% 등이 뒤를 이었습니다.일부에서 국내 주식 투자 비중 확대에 대한 우려가 제기되기도 했는데, 역대급 수익률로 답했다는 평가가 나옵니다.<정은경 / 보건복지부 장관(1월 26일)> ""최근 국내 주식시장의 유례없는 상승, 높은 환율 등과 관련해 기금 내 포트폴리오를 점검해보고 개선방안을 논의하고자 합니다.""최고의 성과를 내긴 했지만, 자만을 경계할 측면도 있습니다.고령화와 저출산, 인구 절벽으로 기금 고갈 우려를 완전히 떨치긴 어렵기 때문입니다.해외 투자 확대 등 포트폴리오 다변화가 필요한 대목입니다.<김성주 / 국민연금공단 이사장(1월 29일)> ""더 높은 안정적 수익을 위해서 투자 다변화를 추진하겠습니다. 한국이라는 좁은 연못에서 나와서 5대양을 헤치고 6대주로 나아갈 것입니다.""국내 주식 선전, 해외 투자 확대에 정치권의 연금 개혁까지 곁들여지면 노후 안전판이 훨씬 두터워질 수 있을 것으로 기대됩니다.연합뉴스TV 최덕재입니다.[영상편집 김미정][그래픽 강성훈]#국민연금연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23"
2026-02,"고흥군, 2025년 합계출산율 1.31명 기록... 2년 연속 늘어",2026.02.27.,뉴스티앤티,http://www.newstnt.com/news/articleView.html?idxno=590938,[외부 언론사 기사 - 본문 수집 제외]
2026-02,“다음세대 위해 각자도생 그만”… 31개 기관 ‘어셈블’,2026-02-27 18:27:07,국민일보,https://www.kmib.co.kr/article/view.asp?arcid=0029454982&code=61221111&cp=nv,"다음세대교육연합, 창립총회 열고 공식 출범 다교연 회원기관 대표와 이사들이 27일 서울 여의도 국회 의원회관에서 열린 다교연 창립총회에서 파이팅을 외치고 있다.한국교회 다음세대 신앙교육 위기 속에서 기독교 교육 단체 31곳이 연합체를 결성했다. 교회학교 감소와 신앙 이탈이 이어지는 상황에서 개별 교회나 단체 중심 대응의 한계를 넘어 교육 플랫폼 구축과 콘텐츠 연합, 재정 지원 구조까지 포함한 공동 대응에 나서겠다는 취지다.다음세대교육연합(다교연·대표 백현주)은 27일 서울 여의도 국회 의원회관에서 창립총회를 열고 공식 출범했다.다교연은 창립 취지를 담은 영상에서 “다음세대가 왜 교회를 떠나는지 묻지 않을 수 없다”며 “한국교회가 유럽 교회의 쇠락 과정을 반복할 수 있다는 위기의식 속에서 연합이 필요하다”고 밝혔다. 개회예배 설교를 맡은 이성진 생명샘교회 목사는 “무너져가는 주일학교를 다시 세울 등불이 필요하다”며 “다교연으로 모인 31개 기관이 민족의 소망이 되기를 바란다”고 전했다.행사에는 정치권과 교육계 인사들도 참석했다. 박찬대 더불어민주당 의원과 조배숙 국민의힘 의원이 축사했다. 박 의원은 “저출산과 교육격차는 이제 개인의 숙제가 아니라 대한민국 공동체의 비상사태”라며 “오늘의 연합이 아이들의 미래를 바꾸는 시작이 되길 바란다”고 말했다.다교연이 제시한 핵심 역할은 ‘연합 기반 교육 플랫폼’ 구축이다. 다교연은 교회교육이 주일 중심 구조에 머물러 있는 현실을 한계로 보고, 방과후 교육과 부모 중심 신앙교육, 콘텐츠 공유 구조 등을 통해 교육 생태계를 재설계하겠다는 계획을 내놨다. 이 과정에서 각 단체의 전문성을 연결하는 ‘플랫폼형 연합체’를 지향한다는 점도 강조했다.이날 창립총회 기념 포럼 발표에서 전북대 석좌교수인 한윤봉 다교연 학술위원장은 미래 과학교육 방향을 설명하며 “인공지능(AI) 시대일수록 지식과 가치의 균형이 중요하다”고 말했다. 그는 과학교육이 세계관 형성에 영향을 미친다고 진단하며 정체성 교육의 필요성을 강조했다. 다교연이 추진하는 교과서 연구·개정 사업 역시 이러한 문제의식과 맞닿아 있다.방과후 교회 교육 플랫폼을 소개한 박형석 다니엘칼리지 이사장은 “주일 한 번의 교육만으로는 다음세대 제자화가 어렵다”며 “부모가 자녀 신앙교육의 주체가 되고 교회가 이를 지원하는 구조가 필요하다”고 말했다. 다니엘칼리지는 포항 한동대 학생들을 중심으로 지역 청소년 멘토링을 통해 신앙 교육과 영어·과학 교육 등을 진행하는 프로그램이다.다교연은 국내 기독 대안학교 지원 사업도 추진한다. 송호진 샤인행복한학교 대표는 “영적 가치뿐 아니라 교육적 경쟁력도 함께 갖춰야 한다”며 연합 단체들이 보유한 교육 콘텐츠를 표준화해 교회와 대안학교에 제공하겠다는 계획을 밝혔다.연합 운영 방식에 대해서도 기존 연합체와 차별성을 강조했다. 백현주 대표는 창립보고에서 “한 단체가 모든 문제를 해결하기 어렵다는 현실을 경험했다”며 “연합 단체를 지원하는 플랫폼 구조를 만들겠다”고 말했다. 유산기부 운동을 통해 재정이 사역 현장으로 직접 연결되는 시스템도 추진할 계획이라고 설명했다.다교연은 이날 창립총회에서 정관 채택과 임원 선임, 사업계획 승인 등을 진행했으며 교과서 연구, 방과후 교육 플랫폼, 대안교육 지원, 유산기부 기반 재정 지원 등을 주요 사업으로 제시했다. 초대 이사장으로는 송호진 대표를 선임했다. 백현주 다교연 대표가 27일 서울 여의도 국회 의원회관에서 열린 창립총회에서 창립보고를 하고 있다."
2026-02,"국립암센터, 소아청소년암 진료 및 연구 발전 심포지엄 성료 外",2026.02.27.,의약뉴스,http://www.newsmp.com/news/articleView.html?idxno=251879,[외부 언론사 기사 - 본문 수집 제외]
2026-02,"""국민이 체감하는 예산 만든다""…기획처, 시민단체·민간 전문가 첫 간...",2026.02.27.,뉴스핌,https://www.newspim.com/news/view/20260227000990,[외부 언론사 기사 - 본문 수집 제외]
2026-02,[포항세명기독병원] 올해 첫 '사랑 나눔 헌혈 캠페인' 실시···생명 나...,2026.02.27.,프라임경제,http://www.newsprime.co.kr/news/article.html?no=725714,[외부 언론사 기사 - 본문 수집 제외]
2026-02,[영양군 소식] '은하수랜드 및 공공산후조리원' 첫삽···내년 상반기 ...,2026.02.27.,프라임경제,http://www.newsprime.co.kr/news/article.html?no=725707,[외부 언론사 기사 - 본문 수집 제외]
2026-02,"당진시, 인구·고용·출산 '3관왕' 달성… 합계출산율 1.13명",2026.02.27.,천지일보,https://www.newscj.com/news/articleView.html?idxno=3379502,[외부 언론사 기사 - 본문 수집 제외]
2026-02,"노후를 위한 국민연금, 올해부터 더 두터워집니다!",2026.02.27.,대한민국 정책브리핑,https://www.korea.kr/news/reporterView.do?newsId=148959850&call_from=naver_news,[외부 언론사 기사 - 본문 수집 제외]
